,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude
258134,20220141846,2022,Uitsluitend materiele schade,2,fiets,personenauto,Flank,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Amstel,amsterdam,POINT (121454.97500000149 486686.86199999973),POINT (4.894682324769206 52.3670399234467),4.894682324769206,52.3670399234467
258158,20230176302,2023,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Vijzelstraat,amsterdam,POINT (121281.02199999988 486274.75400000066),POINT (4.892169693424016 52.363325531810226),4.892169693424016,52.363325531810226
258197,20230058707,2023,Uitsluitend materiele schade,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Daglicht,Droog,Surinameplein,amsterdam,POINT (118448.31080000103 485718.81159999967),POINT (4.850644236686403 52.358147934954985),4.850644236686403,52.358147934954985
258252,20230059137,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,Droog,Derde Schinkelstraat,amsterdam,POINT (118808.4189000018 485163.24230000004),POINT (4.8559899915124625 52.353178720115196),4.8559899915124625,52.353178720115196
258266,20230049094,2023,Uitsluitend materiele schade,2,fiets,personenauto,Flank,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Herengracht,amsterdam,POINT (121435.6950000003 486474.23999999836),POINT (4.89442048346464 52.36512784691726),4.89442048346464,52.36512784691726
258267,20230050194,2023,Letsel,2,fiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Beethovenstraat,amsterdam,POINT (120209.22199999914 484340.7899999991),POINT (4.876634989509551 52.34587756716028),4.876634989509551,52.34587756716028
258275,20230059580,2023,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,Droog,Jan van Galenstraat,amsterdam,POINT (118818.57829999924 487523.52219999954),POINT (4.85588513368657 52.37439184973622),4.85588513368657,52.37439184973622
258306,20230050269,2023,Letsel,2,motor,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Linnaeusstraat,amsterdam,POINT (123649.32800000161 485609.1009999998),POINT (4.927000167250927 52.357483350519466),4.927000167250927,52.357483350519466
258331,20230059278,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Frontaal,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,De Ruijterkade,amsterdam,POINT (121488.5549999997 488398.7010000013),POINT (4.895004646066382 52.3824267658551),4.895004646066382,52.3824267658551
258361,20230059314,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Meer en Vaart,amsterdam,POINT (115436.9459999986 486122.8289999999),POINT (4.806393514484166 52.3615703082678),4.806393514484166,52.3615703082678
258373,20230040483,2023,Uitsluitend materiele schade,3,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Uiterwaardenstraat,amsterdam,POINT (122244.60379999876 483984.9415999986),POINT (4.906538658773734 52.342804512465065),4.906538658773734,52.342804512465065
258397,20230039373,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,HEENWEGPAD,amsterdam,POINT (117508.53869999945 484483.0306000002),POINT (4.836987174767955 52.346978315437),4.836987174767955,52.346978315437
258449,20230048816,2023,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Prins Bernhardplein,amsterdam,POINT (123004.95340000093 484580.40029999986),POINT (4.9176393611892015 52.34820090561183),4.9176393611892015,52.34820090561183
258481,20230048887,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Oosterdoksstraat,amsterdam,POINT (122248.53400000185 487756.36199999973),POINT (4.90622907809685 52.37669974203825),4.90622907809685,52.37669974203825
258555,20220211540,2022,Uitsluitend materiele schade,2,e-bike,vrachtauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Droog,Keizersgracht,amsterdam,POINT (120784 487496),POINT (4.884748788047232 52.37427048715652),4.884748788047232,52.37427048715652
258643,20220210973,2022,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Europaplein,amsterdam,POINT (121306.32220000029 483898.5491999984),POINT (4.892779077552232 52.3419713553017),4.892779077552232,52.3419713553017
258644,20220210977,2022,Uitsluitend materiele schade,2,personenauto,snorfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Pieter Calandlaan,amsterdam,POINT (116810.32189999893 485515.32290000096),POINT (4.826623583742893 52.3562077069916),4.826623583742893,52.3562077069916
258645,20220212305,2022,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Brandend,ZOAB,Nat,Daglicht,Regen,Plantage Kerklaan,amsterdam,POINT (122619.9215000011 486608.6145000011),POINT (4.9117935138176465 52.36640660259752),4.9117935138176465,52.36640660259752
258790,20220211167,2022,Letsel,2,trein/tram,fiets,Flank,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Hugo de Grootplein,amsterdam,POINT (119981.78249999881 487556.3216000013),POINT (4.872962538863532 52.37476204002756),4.872962538863532,52.37476204002756
258856,20220210527,2022,Uitsluitend materiele schade,2,bestelauto,e-bike,Flank,Rechte weg,Binnen,Unknown,Brandend,Overig asfalt,Droog,Duisternis,Droog,Hoogoorddreef,amsterdam,POINT (124895.68899999931 480323.0320000015),POINT (4.945767759836374 52.31004496026033),4.945767759836374,52.31004496026033
258885,20220211246,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Klinkers,Droog,Schemer,Droog,Bilderdijkkade,amsterdam,POINT (119705.49810000136 487026.3929999992),POINT (4.8689611144802525 52.36998174245277),4.8689611144802525,52.36998174245277
259493,20230113534,2023,Letsel,3,personenauto,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Woustraat,amsterdam,POINT (121841.04500000179 485432.6490000002),POINT (4.900474230439893 52.355791354530176),4.900474230439893,52.355791354530176
259512,20230111299,2023,Uitsluitend materiele schade,2,bromfiets,vrachtauto,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Lindengracht,amsterdam,POINT (120695.81700000167 488145.3500000015),POINT (4.883387594329616 52.38010087034943),4.883387594329616,52.38010087034943
259564,20230020308,2023,Uitsluitend materiele schade,2,bromfiets,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Panamalaan,amsterdam,POINT (124161.30680000037 487121.63439999893),POINT (4.9343766862480685 52.37110599397751),4.9343766862480685,52.37110599397751
259592,20230020333,2023,Uitsluitend materiele schade,2,personenauto,fiets,Kop/staart,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Eerste Van Swindenstraat,amsterdam,POINT (123789.17199999839 486220.59699999914),POINT (4.928996162622641 52.362987042313456),4.928996162622641,52.362987042313456
259628,20230020388,2023,Uitsluitend materiele schade,2,bus,fiets,Frontaal,Rechte weg,Binnen,50.0,Brandend,ZOAB,Nat,Daglicht,Regen,Klaprozenweg,amsterdam,POINT (121261.64400000125 490958.4609999992),POINT (4.891414775056243 52.405418071262964),4.891414775056243,52.405418071262964
259646,20230067880,2023,Letsel,3,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Haag en Veld,amsterdam,POINT (125691.65819999948 480423.48860000074),POINT (4.957430450719357 52.310990789117135),4.957430450719357,52.310990789117135
259701,20230036835,2023,Letsel,2,bromfiets,bromfiets,Frontaal,Rechte weg,Buiten,Unknown,Brandend,ZOAB,Droog,Duisternis,Droog,Ookmeerweg,amsterdam,POINT (113018.44799999893 485352.3990000002),POINT (4.770986503422255 52.35446680720761),4.770986503422255,52.35446680720761
259709,20230077655,2023,Uitsluitend materiele schade,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Unknown,Unknown,Droog,Daglicht,Droog,Ingelandenweg,amsterdam,POINT (114050.83700000122 485548.2432000004),POINT (4.786115567402869 52.356304814976575),4.786115567402869,52.356304814976575
259790,20230079021,2023,Letsel,2,bromfiets,unknown,Eenzijdig,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Westeinde,amsterdam,POINT (121762 485657),POINT (4.899291825636309 52.3578028939327),4.899291825636309,52.3578028939327
259807,20230077376,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Nieuwstad,amsterdam,POINT (131315.54199999943 480043.11499999836),POINT (5.039923425794395 52.307843011525016),5.039923425794395,52.307843011525016
259843,20230022877,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,FIETSPAD,amsterdam,POINT (114885.25299999863 484565.9704999998),POINT (4.798480366030788 52.34753848145908),4.798480366030788,52.34753848145908
259931,20230074556,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Middenweg,amsterdam,POINT (124531.87950000167 484514.2602000013),POINT (4.9400541113552325 52.34769325659675),4.9400541113552325,52.34769325659675
259964,20230078313,2023,Uitsluitend materiele schade,2,unknown,fiets,Flank,"Kruispunt, 3 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Jachthavenweg,amsterdam,POINT (118637.15780000016 483335.3696999997),POINT (4.853673828150653 52.33673978064262),4.853673828150653,52.33673978064262
259999,20230087546,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,De Ruijterkade,amsterdam,POINT (122264.12070000172 487923.6070000008),POINT (4.906441677447287 52.37820375196887),4.906441677447287,52.37820375196887
260008,20230097467,2023,Uitsluitend materiele schade,2,snorfiets,personenauto,Kop/staart,Rechte weg,Binnen,Unknown,Brandend,Overig asfalt,Droog,Duisternis,Droog,De Ruijterkade,amsterdam,POINT (121488.5549999997 488398.7010000013),POINT (4.895004646066382 52.3824267658551),4.895004646066382,52.3824267658551
260062,20230088219,2023,Letsel,2,motor,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Koopvaardersplantsoen,amsterdam,POINT (122950.24709999934 491037.1030000001),POINT (4.916220687168376 52.406226091468696),4.916220687168376,52.406226091468696
260086,20230097001,2023,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Regen,Reguliersgracht,amsterdam,POINT (121551.04659999907 486301.45380000025),POINT (4.896131178823022 52.36358200064003),4.896131178823022,52.36358200064003
260092,20230102651,2023,Uitsluitend materiele schade,2,fiets,fiets,Flank,Rechte weg,Binnen,Unknown,Niet aanwezig,Klinkers,Droog,Daglicht,Droog,Gare du Nord,amsterdam,POINT (123952.9059999995 490512.9930000007),POINT (4.931003190673672 52.40157342987135),4.931003190673672,52.40157342987135
260144,20230086588,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Rozengracht,amsterdam,POINT (120465.5 487384.5),POINT (4.8800833073852115 52.3732484675128),4.8800833073852115,52.3732484675128
260184,20230087816,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Werengouw,amsterdam,POINT (125143.49680000171 489644.059799999),POINT (4.948574332746264 52.393830140155266),4.948574332746264,52.393830140155266
260271,20230097326,2023,Letsel,2,bromfiets,trein/tram,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Nat,Daglicht,Regen,Dr. H. Colijnstraat,amsterdam,POINT (115457.72040000185 487821.23160000145),POINT (4.8064986934952705 52.376835677552464),4.8064986934952705,52.376835677552464
260272,20230097331,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,Regen,Boeninlaan,amsterdam,POINT (124847.1521999985 481208.3524999991),POINT (4.94497687792762 52.31799907582333),4.94497687792762,52.31799907582333
260363,20210084454,2021,Uitsluitend materiele schade,2,bromfiets,bromfiets,Kop/staart,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Albert Cuypstraat,amsterdam,POINT (121754.33300000057 485574.63899999857),POINT (4.899187423124265 52.357062224920796),4.899187423124265,52.357062224920796
260419,20210075844,2021,Uitsluitend materiele schade,1,fiets,unknown,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Leidsekade,amsterdam,POINT (120457.42000000179 486502.93499999866),POINT (4.880055246999378 52.3653250855379),4.880055246999378,52.3653250855379
260424,20210088648,2021,Uitsluitend materiele schade,2,bromfiets,bestelauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Van Nijenrodeweg,amsterdam,POINT (120387.41860000044 482357.3093000017),POINT (4.879453885452095 52.328062603823795),4.879453885452095,52.328062603823795
260470,20210087222,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,De Ruijterkade,amsterdam,POINT (122209.95499999821 487913.0709999986),POINT (4.9056472491967735 52.37810582970461),4.9056472491967735,52.37810582970461
260485,20210085604,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Wiltzanghlaan,amsterdam,POINT (118282.65300000086 488355.5560999997),POINT (4.847924554079915 52.381833954350135),4.847924554079915,52.381833954350135
260670,20210018472,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Jan Evertsenstraat,amsterdam,POINT (117164.10500000045 487098.125),POINT (4.831638380911268 52.37045720219543),4.831638380911268,52.37045720219543
260686,20210033256,2021,Uitsluitend materiele schade,1,bromfiets,unknown,Eenzijdig,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Droog,Prinsengracht,amsterdam,POINT (120649.61499999836 487451.9120000005),POINT (4.88277994891585 52.37386586593931),4.88277994891585,52.37386586593931
260692,20210011383,2021,Uitsluitend materiele schade,2,fiets,personenauto,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Leeuwenveldseweg,amsterdam,POINT (131771.94000000134 480533.8979999982),POINT (5.046581584665354 52.312273401142996),5.046581584665354,52.312273401142996
260734,20210032219,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Bocht,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Hondsrugweg,amsterdam,POINT (124964.88580000028 479751.02439999953),POINT (4.94683334369021 52.3049078451333),4.94683334369021,52.3049078451333
260792,20210033613,2021,Uitsluitend materiele schade,2,brommobiel,fiets,Flank,Rechte weg,Binnen,Unknown,Niet brandend,Klinkers,Droog,Daglicht,Droog,Ferdinand Bolstraat,amsterdam,POINT (121178.34499999881 485210.04199999943),POINT (4.890769388772254 52.353750318147),4.890769388772254,52.353750318147
261069,20210044102,2021,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Bijlmerdreef,amsterdam,POINT (126445.54699999839 481493.68389999866),POINT (4.968394442102741 52.32064878135968),4.968394442102741,52.32064878135968
261146,20210055809,2021,Letsel,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Beton,Nat,Daglicht,Regen,Korte Muiderweg,amsterdam,POINT (131796.38769999892 480533.50030000135),POINT (5.046940113607728 52.31227085839446),5.046940113607728,52.31227085839446
261156,20210037347,2021,Letsel,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Zuiderzeeweg,amsterdam,POINT (126064.22700000182 487056.88899999857),POINT (4.962323501069682 52.370627661612176),4.962323501069682,52.370627661612176
261192,20210036769,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Unknown,KOEKJESBRUG 0170,amsterdam,POINT (120308.97320000082 486589.253800001),POINT (4.877866949224664 52.36609150148132),4.877866949224664,52.36609150148132
261212,20210057938,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Volendammerweg,amsterdam,POINT (125800.61100000143 489468.08199999854),POINT (4.958243218643869 52.39228392518207),4.958243218643869,52.39228392518207
261273,20210056655,2021,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Beton,Nat,Duisternis,Unknown,Weesperzijde,amsterdam,POINT (122246.65249999985 485672.04769999906),POINT (4.906404505132464 52.35796724057149),4.906404505132464,52.35796724057149
261317,20210072629,2021,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Unknown,Contactweg,amsterdam,POINT (118792.37420000136 489642.2335000001),POINT (4.8552719659105 52.39343146253172),4.8552719659105,52.39343146253172
261373,20210045078,2021,Uitsluitend materiele schade,2,e-bike,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Zeeburgerstraat,amsterdam,POINT (123565.5850000009 486631.1710000001),POINT (4.925675387071293 52.36666426111987),4.925675387071293,52.36666426111987
261403,20210065488,2021,Uitsluitend materiele schade,1,bromfiets,unknown,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Unknown,Postjesweg,amsterdam,POINT (117343.88100000098 486389.381000001),POINT (4.834357401449557 52.364099911976375),4.834357401449557,52.364099911976375
261433,20210038295,2021,Uitsluitend materiele schade,3,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,Unknown,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Korte Prinsengracht,amsterdam,POINT (121113.73020000011 488283.90740000084),POINT (4.889511179878944 52.38137207660279),4.889511179878944,52.38137207660279
261454,20210065544,2021,Uitsluitend materiele schade,3,fiets,fiets,Los voorwerp,Rechte weg,Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Unknown,Middenweg,amsterdam,POINT (125318.79300000146 483717.1649999991),POINT (4.951672812777228 52.340572504364786),4.951672812777228,52.340572504364786
261463,20210087281,2021,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Th. Weeversweg,amsterdam,POINT (124701 489888),POINT (4.942051662727154 52.395998253691985),4.942051662727154,52.395998253691985
261488,20210065596,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,Unknown,Burg Van Leeuwenlaan,amsterdam,POINT (115824 487548),POINT (4.811909354516187 52.37440635059786),4.811909354516187,52.37440635059786
261528,20210071176,2021,Uitsluitend materiele schade,2,fiets,fiets,Los voorwerp,Rechte weg,Binnen,Unknown,Niet brandend,ZOAB,Droog,Daglicht,Droog,Haarlemmerweg,amsterdam,POINT (116843.08999999985 488671.58399999887),POINT (4.826746270043792 52.38457598869574),4.826746270043792,52.38457598869574
261773,20230004182,2023,Letsel,3,personenauto,fiets,Onbekend,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Duisternis,Droog,Plantage Middenlaan,amsterdam,POINT (122532.53700000048 486650.66899999976),POINT (4.910506498555549 52.36677940132587),4.910506498555549,52.36677940132587
262110,20220016323,2022,Letsel,2,personenauto,bromfiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Sneeuwbalstraat,amsterdam,POINT (122791.87920000032 489984.5507000014),POINT (4.913994496990801 52.396757255378205),4.913994496990801,52.396757255378205
262159,20220081456,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Voetganger,Rechte weg,Binnen,60.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Liergouw,amsterdam,POINT (126835.3440000005 488456.40399999917),POINT (4.97352868089421 52.383245699094346),4.97352868089421,52.383245699094346
262288,20220055464,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Unknown,Unknown,Unknown,Schemer,Unknown,Nassaukade,amsterdam,POINT (120410.70980000123 488363.2604999989),POINT (4.879178019519323 52.38204140042892),4.879178019519323,52.38204140042892
262448,20220102129,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Hoofdweg,amsterdam,POINT (118288.74100000039 487488.3520000018),POINT (4.84810871562799 52.37404059916766),4.84810871562799,52.37404059916766
262501,20220102616,2022,Uitsluitend materiele schade,3,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Gerrit van der Veenstr,amsterdam,POINT (120247.18409999833 484689.2028999999),POINT (4.877156099492266 52.34901126689217),4.877156099492266,52.34901126689217
